Noun	Entry
adjectivare
adjectivizare
adjoncțiune
adjudecare
adjudecatar
adjudecatară
adjudecație
adjudecătoare
adjudecător
adjunct
adjurație
adjutant
adjuvant	1
administrare
administrat
administratoare
administrator
administrație
admiratoare
admirator
admirație
admisie
admitanță
admitere
admonestare
admonestație
admonițiune
adnominal	1
adnotare
adnotatoare
adnotator
adnotație
adogmatic
adolescent
adolescentă
adonis
adoptare
adoptator
adopție
adoratoare
adorator
adormițele
adresant
adresantă
adresă
adsorbant
adsorbat
adstrat
aduct
aducție
aducțiune
adulare
adulator
adulație
adulmecare
adult
adulter	1
adunare
adunata
adunător	1
adunător	1
adunătură
advecție
advent
adventist
adverb
adverbializare
adversar
adversară
adversativă
adversitate
advertorial
advon
aed
aer
aerator
aeriseală
aerisire
aeroambulanță
aerobuz
aerocartograf
aeroclub
aerodinam
aerodină
aerodrom
aeroduct
aerofagie
aerofar
aerofobie
aerofor
aerofotografie
aerogară
aerogenerator
aerograf
aerogramă
aerolit
aerometru
aeromobil	1
aeromodel
aeromodelist
aeromodelistă
aeromotor
aeronaut
aeronaută
aeronavă
aeroplan
aeroport
aeroreactor
aeroscop
aerosol
aerosolizare
aerostat
aerostație
aerotermă
aerotopograf
aerotransport
aerovehicul
afacere
afacerist
afaceristă
afazic
afazie
afânare
afânător
afect
afectare
afecțiune
afemeiat
afereză
afet
afgan
afid
afiliație
afiliere
afin	1
afin	1
afinaj
afinant
afinare
afinată
afină	1
afină	1
afinet
afiniș
afinitate
afinor
afirmare
afirmație
afiș
afișaj
afișare
afișier
afișoare
afișor	1
afișor	1
afix
afixoid
aflicțiune
afloriment
afluent
afluire
aflux
afon
aforism
african
africancă
africanist
africanistă
africanolog
africanologă
africată
afrikander
afrodiziac	1
afront
aftă
afterschool
aftershave
afuiere
afumare
afumătoare
afumătorie
afumătură
afund	1
afundătură
afundiș
afunzime
afurcare
afurcă
afurisenie
afurisit
aga
agapă
agarean
agareancă
agaricacee
agat
agată
agatârs
agavă
agă
agărlâc
agățătoare	1
agățătoare	1
ageamiu
agendă
agent
agentă
agentură
agenție
agest
agestru
agheasmatar
aghesmuire
aghios
aghiotant
agie
agio
agiotaj
agitare
agitatoare
agitator	1
agitator	1
agitație
aglică
aglomerant
aglomerare
aglomerat	1
aglomerație
aglutinant	1
aglutinant	1
aglutinare
agnat
agnată
agneț
agnomen
agnostic
agonale
agonie
agoniseală
agonisire
agonisită
agorafobie
agoră
agrafă
agramat
agramatism
agrarian
agravare
agreement
agregare
agregat	1
agregat	1
agregator
agrement
agresiune
agresivitate
agresor
agricultoare
agricultor
agricultură
agrimensor
agriotimie
agripnie
agriș
agrișă
agrobiolog
agrobiologă
agrochimist
agrochimistă
agrogeolog
agrogeologă
agrometeorolog
agrometeorologă
agronoamă
agronom
agropensiune
agrotehnician
agrotehniciană
agroterasă
agrozootehnician
agrozootehniciană
agud
agudă
aguridă
agurijoară
ah	1
aheu
aht
ahtiere
ai	1
airbag
airbus
aisberg
aisfild
aișor
aiurare
aiureală
aiurit
ajun
ajur
ajustaj
ajustare
ajustoare
ajustor
ajutaj
ajutare
ajutoare
ajutor	1
ajutor	1
ajutorare
ajutorință
akadian
akân
alabastru
alac
alagea
alai
alaman	1
alaman	1
alamă
alambic
alambicare
alan
alantoidă
alarmare
alarmă
alarmist
ală
alămar
alămărie
alămâioară
alăptare
alăturare
alb	1
albaiulian
albaiuliancă
albanez
albatros
albă
albăstrea
albăstreală
albăstrime
albăstrire
albăstriță
albeală
albeț	1
albgardist
albgardistă
albie
albier
albigens
albiliță
albime
albinar
albină
albinărel
albinărie
albinioară
albiniță
albinos
albinușă
albinuță
albioară
albire
albișoară
albișor	1
albitoare
albitor
albitorie
albitură
albiță
albiuță
alboradă
albuleț
album
albumeală
albumină
albuminometru
albumiță
alburn
albuș
alcalde
alcalimetru
alcalinizare
alcaliu
alcaloid
alcan
alcarazas
alcazar
alcătuială
alcătuire
alcătuitor
alcătuitor
alchenă
alchil
alchimist
alchină
alcool	1
alcool	1
alcoolemie
alcoolic
alcoolmetru
alcoolscop
alcooltest
alcov
aldămaș
aldehidă
aldină
alean
alee
alegație
alegătoare
alegător
alegere
alegorie
alelopatie
alemandă
alemanic
alenă
alergare
alergătoare
alergător
alergătură
alergen	1
alergie
alergolog
alergologă
alertă
ales	1
alesătură
alesidă
aleurit
aleurolit
aleurometru
alevin
alexandrin	1
alexăndrean
alexăndreancă
alexină
alezaj
alezare
aleză
alezor
alfa	1
alfabet
alfabetar
alfatron
algă
algerian
algeriancă
algie
algonkin
algoritm
alguazil
aliaj
alianță
aliat
alibi
alică
alicot
alidadă
alienare
alienat
alienist
alienistă
alifie
aligator
aligote
alimbare
aliment
alimentară
alimentare
alimentator
alimentație
alinare
alinătură
alineat
aliniament
aliniere
alint
alintare
alintătură
alior
alipire
alismatacee
alișveriș
aliterație
alivancă
alivencile
alizeu
allegretto	1
allegro	1
almanah
almar
almee
almicantarat
alo	1
alobrog
alocare
alocație
alocuțiune
alodiu
aloe
alofon
alogamă
alomorf
alonjă
alopat
alopatie
alozaur
alozom
alpaca	1
alpenștoc
alpinist
alpinistă
alsacian
altar
alterare
alterație
altercație
alteritate
alternanță
alternare
alternativă
alternator
alteță
althorn
altigraf
altimetru
altist
altistă
altitelemetru
altitudine
altiță
altocumulus
altogravură
altoi	1
altoială
altoire
altorelief
altostratus
altruist
aluat
alumnat
alumosilicat
alun
alunar
alunaș
alună
alunecare
alunecător	1
alunecătură
alunecuș
alunel
alunele
alunet
alungare
alungire
alunică
aluniș
aluniță
alunizare
alură
aluviune
aluzie
alveolă
alvițar
alviță
amabilitate
amalgam
amalgamare
amandină
amanet
amanetare
amant
amantă
amantlâc
amar	1
amarantacee
amară
amarilidacee
amator
amatorism
amazoană
amăgeală
amăgire
amănunt
amănunțime
amănunțire
amărăciune
amărăluță
amărătăciune
amărâre
amărât
amăreală
amânare
ambalaj
ambalare
ambarcader
ambarcațiune
ambardee
ambasadă
ambasadoare
ambasador
ambianță
ambidextru
ambielaj
ambient
ambiguitate
ambiție
ambițios
ambivalență
ambliop
amblipod
amblistomă
ambranșament
ambrasă
ambrazură
ambreiaj
ambreiere
ambrozie
ambulacru
ambulanță
ambulanțier
ambulatoriu	1
ambuscadă
ambușură
ambuteiaj
ameliorare
ameliorator	1
ameliorație
amenajament
amenajare
amendament
amendare
amendă
amenințare
ament
amentacee
american
americancă
americanism
americanist
americanistă
americanizare
americă
amerindian
amerindiancă
amerizaj
amerizare
amerizor
amestec
amestecare
amestecător
amestecătură
ametist
ametrop
amețeală
amfetamină
amfiartroză
amfibian
amfibiu	1
amfibol
amfibolie
amfibologie
amfibrah
amficțion
amfimacru
amfineurian
amfiox
amfipod
amfiprostil
amfiteatru
amfiteriu
amfitrioană
amfitrion
amforă
amhar
amiază
amibă
amic
amical	1
amică
amiciție
amidază
amidă
amidină
amidură
amigdală
amigdalectomie
amigdalită
amil
amilază
amilograf
amilopectină
amiloză
amină
aminoacid
aminoplast
aminozahar
amintire
amiotrofie
amiral
amiralitate
amnar
amnăruș
amnezic
amnezie
amnios
amniotă
amnistie
amnistiere
amoc
amoniat
amonit
amor
amoraș
amorez
amoreză
amorsare
amorsă
amortisment
amortizare
amortizor
amorțeală
amorțire
ampatament
ampelidacee
ampenaj
amper
amperaj
ampermetru
amperormetru
amplasament
amplasare
amplexiune
amplidină
amplificare
amplificator	1
amplitudine
amploaiat
amploaiată
amprentă
ampriză
ampulă
amputare
amputație
amuletă
amurg
amuș
amuțire
amuzament
amvon
an	1
ana
anabaptist
anacard
anacardier
anacolut
anaconda
anacronism
anacruză
anadiploză
anafor
anafora
anaforă
anaforeză
anaforniță
anafrodiziac	1
anafrodiziac	1
anaglifă
anagnost
anagramă
anahoret
anahoretă
anale
analecte
analeptic	1
analfabet
analgezic	1
analgezină
analgosedare
analist
analistă
analizare
analizator
analiză
analizor
analog	1
analogie
anamneză
anamniotă
anamorfoză
ananas
anapest
anaplastie
anaptixă
anarhist
anarhistă
anarhosindicalist
anarhosindicalistă
anart
anastaltic	1
anastomoză
anastrofă
anatemă
anatemizare
anatocism
anatomist
anatomistă
anatomopatolog
anatomopatologă
anatoxină
anavirus
ancablură
ancadrament
ancastrament
anchetatoare
anchetator
anchetă
anchilostom
anchilostomiază
anchilozare
anchiloză
ancie
ancie
ancolare
ancombrament
ancoraj
ancorare
ancorator
ancoră
ancorot
ancrasare
andabat
andaluz
andantino	1
andezit
andivă
andorran
andosant
andosantă
andosare
andrea	1
androceu
androgin
android
andromedidă
andropauză
andruc
aneantizare
anecdotă
anelid
anemic
anemie
anemiere
anemocoră
anemocord
anemofilă
anemograf
anemogramă
anemometru
anemonă
anemoscop
anemostat
anemotrop
anesteziant	1
anestezic	1
anestezie
anesteziere
anestezist
anestezistă
aneurină
anevoință
anevrism
anexare
anexă
anexionist
anexită
anexiune
anfiladă
angajament
angajare
angajat
angajator
angara
angeită
angelolatru
anghemaht
anghilă
anghinare
angină
angiocolită
angiografie
angiom
angiopatie
angiospasm
angiospermă
anglaise
angli
anglican
anglicism
anglicist
anglicistă
anglist
anglistă
anglofil
anglofob
angloman
angoasă
angolez
angrenaj
angrenare
angro	1
angrosist
angstrom
anhidridă
anhidrit
anihilare
animal	1
animalcul
animalculist
animat	1
animator
animist
animozitate
aninătoare
anion
anionit
anișor
aniversare
anluminură
anod
anodontă
anomalie
anonim
anorexic
anorexie
anortit
anosteală
anotimp
anrocament
ansamblu
ansă
anseriformă
ansilaj
anșoa	1
anșoa	1
antablament
antagonism
antal
antalgic	1
antanaclază
antanagogă
antantă
antapex
antă
antebraț
antecalcul
antecalculație
antecameră
antecedent	1
antecedență
antecesoare
antecesor
antecliză
antedată
antedeviz
antefix
antegardă
antemăsurătoare
antemergător	1
antemergător	1
antenă
antepat
anteport
antepreșcolar
anteproiect
anteră
anteridie
anteriu
anterozoid
antestepă
antet
antetitlu
antetren
antetrupiță
antevorbitoare
antevorbitor
antialcoolic
antialergic	1
antialgic	1
antiamerican
antiapoplectic	1
antiastmatic	1
antiatom
antibiogramă
antibiotic	1
antibioză
antibronșitic	1
anticameră
anticar	1
anticariat
anticataliză
anticataral	1
anticatod
anticărie
anticearcăn	1
anticeaușist
anticentru
antichitate
antici
anticiclon
anticipare
anticipate
anticipație
anticlinal
anticlinoriu	1
anticoagulant	1
anticomunist
anticoncepțional	1
anticongelant	1
anticoroziv	1
anticorp
anticriptogamic	1
anticritică
anticvă
antidepresiv	1
antidetonant
antidiabetic	1
antidogmatic
antidot
antielectron
antienzimă
antieuropean
antifascist
antifebril	1
antifebrină
antiferment
antifon
antifonar
antifrază
antifurt	1
antigen
antigraf
antigripal	1
antiguan
antihalou
antihelmintic	1
antihemoragic	1
antihipertensiv	1
antihistaminic	1
antihitlerist
antiholeric	1
antihormon
antihreză
antihrist
antiinflamator	1
antiintelectualist
antijunimist
antilogaritm
antilogie
antilopă
antiluetic	1
antimalaric	1
antimarxist
antimăluric	1
antimefitic	1
antimemorii
antimeridian
antimetabolă
antimicotic	1
antimitotic	1
antimonarhist
antimoniat
antinazist
antinefritic	1
antineutrino
antinevralgic	1
antinomie
antioxidant	1
antipaludic	1
antipapă
antiparalelă
antiparazitar	1
antiparticulă
antipatie
antipiretic	1
antipirină
antipod
antipodă
antipoluant	1
antipsihotic	1
antiputrid	1
antirabic	1
antiradar	1
antireformă	1
antireformist
antiregalist
antirepublican
antiretroviral	1
antireumatismal	1
antirid	1
antiroman
antiscorbutic	1
antisemit
antiseptic	1
antiser
antisifilitic	1
antisovietic
antispast
antispumant
antistatic	1
antistrofă	1
antistrofă	1
antitermic	1
antiteză
antitific	1
antitiroidian	1
antitoxic	1
antitoxină
antitrinitar
antitusiv	1
antițigănist
antiunionist
antivaccinist
antiviral	1
antivirus	1
antivomitiv	1
antizimic	1
antocian
antofită
antofitoză
antologie
antonică
antonim
antonimie
antonomasie
antonomază
antozoar
antrachinonă
antracnoză
antracoteriu
antract
antranol
antrenament
antrenare
antrenoare
antrenor	1
antrenor	1
antrenorat
antrepozit
antreprenoare
antreprenor
antreprenoriat
antrepriză
antresol
antretoază
antrețel
antreu
antricot
antropofag
antropofob
antropoid	1
antropolog
antropologă
antropomorf	1
antropomorfism
antropomorfist
antroponim
antroponimic	1
antropopitec
anturaj
anuar
anuitate
anulare
anulație
anunciator
anunț
anunțare
anunțător
anură
anus
anvelopare
anvelopă
anvergură
anxiolitic	1
aorist
aortă
aortită
apanaj
apar
aparat
aparataj
aparatcic
aparatură
aparență
apariție
apartament
apartenență
aparteu
aparținător
apaș
apatozaur
apatrid
apă
apă de colonie
apărare
apărătoare
apărător
apăsare
apeduct
apel
apelant
apelantă
apelativ	1
apelpisie
apelpisit
apendice	1
apendice	1
apendicectomie
apendicită
apendicul
apepsie
aperitiv
apertometru
apertură
apetit
apex
apicultoare
apicultor
apidă
aplatizare
aplaudac
aplaudare
aplauze
aplecare
aplecate
aplecătoare
aplicare
aplicație
aplică
aplit
apocalipsă
apocinacee
apocopă
apocrif	1
apocromat	1
apodoză
apofiză
apofonie
apoftegmă
apogeu
apogiatură
apolitic
apolo
apolog
apologet
apologie
apometru
aponevroză
apoplexie
aporie
aport	1
apostat
apostazie
apostilă
apostilb
apostol
apostolat
apostrof
apostrofare
apostrofă
apotemă
apoteozare
apoteoză
apozitivă
apoziție
apreciator
apreciere
aprehensiune
apreschi
apret
apretare
apretoare
apretor
apretură
aprețuire
aprindere
aprinzătoare
aprinzător
aprobare
aprod
aprofundare
apropiat
apropiere
apropou
apropriere
aprovare
aprovizionare
aproximare
aproximație
aprozar
apsidă
apșoară
apterigotă
aptitudine
apucare
apucat	1
apucător	1
apucătură
apul
apunere
apuntament
apuntamente
apuntare
apupare
apus	1
apusean
aquitan
ar
arab
arabesc
arabescă
arabist
arabistă
arac
aragaz
aragonez
aragoneză
arahidă
arahnidă
arahnoidă
arahnoidită
aramă
arameean
aranjament
aranjare
aranjoare
aranjor
arap
araucan
araucaria
arăboaică
arădean
arădeancă
arămar
arămărie
arămeasă
arămire
arăpilă
arăpoaică
arătare
arătător
arătură
arbaletă
arbaletrier	1
arbaletrier	1
arbitraj
arbitrajist
arbitrajistă
arbitrar	1
arbitru
arbiu
arboradă
arboraș
arbore
arborescență
arboret	1
arboret	1
arboricultoare
arboricultor
arbust
arc	1
arc	1
arcaci
arcadă
arcan
arcane
arcaș
arcatură
arcă
archebuză
archebuzier
arcuire
arcuitură
arculeț
arcuș
ardei
ardeiaș
ardelean
ardeleancă
ardelenism
ardenez
ardere
ardezie
ardometru
areal
arenă
arendare
arendaș
arendă
arendășiță
arendășoaică
areolă
areometru
areopag
arest
arestant
arestantă
arestare
arestat
arestuire
argat
argată
argăseală
argăsire
argăsitor
argățel
argea
argentinian
argentiniancă
argentometru
argeșean
argeșeancă
arghirofil
argilă
argilit
argilizare
argint	1
argint	1
argintar
argintare
argintariță
argintărie
argințică
argiroză
argonaut
argotism
argou
argument
argumentare
argumentație
argus
arhaism
arhanghel
arhar
arhegon
arhegoniată
arheolog
arheologă
arheopterix
arhetip
arhiconcept
arhidiacon
arhidieceză
arhidioceză
arhiducat
arhiduce
arhiducesă
arhiepiscop
arhiepiscopat
arhiepiscopie
arhierarh
arhiereu
arhierie
arhifonem
arhiloc
arhimandrit
arhimicetă
arhimilionar
arhimilionară
arhipăstor
arhipelag
arhistrateg
arhitect
arhitectă
arhitectură
arhitravă
arhivar
arhivă
arhivist
arhivistă
arhivoltă
arhondar
arhondaric
arhondăreasă
arhondărie
arhondăriță
arhonte
arian
ariceală
arici	1
aricioaică
arie
arierat	1
arierat	1
arierbec
ariergardă
arierplan
arietă
aril	1
aril	1
arimaj
arimor
arin
ariniș
ariniște
arioso	1
aripă
aripioară
aristă
aristocrat
aristocrată
aristocrație
ariston
aritmetică
aritmie
aritmograf
aritmogrif
aritmometru
arivist
arivistă
arlechin	1
arlechin	1
arlechinadă
arm
armadă
armament
arman
armar
armaș	1
armaș	1
armată
armator
armatură
armă
armăsar
armăsăraș
armăsăruș
armășel
armătură
armean
armeancă
armie
arminden
armistițiu
armoarii
armonică	1
armonică	1
armonie	1
armonie	1
armonist
armonistă
armoniu
armonizare
armură
armurărie
armurier
arnăut
arnăuțel
arnică
arnici
aromat	1
aromatizare
aromă
aromân
aromâncă
aromeală
aromire
arondare
arondisment
arpacaș
arpagic	1
arpegiu
arpentor
arsătură
arsenal
arsenit
arseniură
arsină
arsură
arșic
arșin
arșiță
artă
artefact
artel
arteră
arteriectomie
arteriografie
arteriolă
arterioscleroză
arteriotomie
arterită
articol
articolaș
articulare
articulație
artificier
artificiu
artilerie
artilerist
artimon
artiodactil	1
artist
artistă
artizan
artizanat
artofor
artos
artralgie
artrită
artritic
artropatie
artroplastie
artropod
artroză
arțag
arțar
arțăraș
aruncare
aruncător	1
aruncător	1
aruncătură
arvanit
arvună
arz
arzător	1
arzător	1
arzmahzar
as
asalt
asamblaj
asamblare
asanare
asasin
asasinare
asasinat
asasină
ascarid
ascaridioză
ască
ascendent	1
ascendență
ascensiune
ascensor
ascet
ascetă
aschimodie
ascidie
ascitic
asclepiad	1
asclepiadacee
ascomicetă
ascospor
ascultare
ascultător
ascultător
ascunzătoare
ascunziș
ascuțire
ascuțiș
ascuțitoare
ascuțitor
ascuțitorie
asecare
asediator
asediere
asediu
aselenizare
asemănare
asemuire
asentiment
aserțiune
asesoare
asesor
asezonare
asfalt
asfaltare
asfaltene
asfaltor
asfințit
asfixie
asfixiere
asiatic
asibilație
asietă
asignat
asigurare
asigurat
asiguratoare
asigurator
asimetrie
asimilare
asimilație
asimptomatic
asimptotă
asin
asirian
asiriolog
asiriologă
asist
asistent
asiză
asmuțire
asociat
asociație
asociaționist
asociere
asolament
asonanță
asortare
asortiment
asparagus
aspect
asperitate
aspersor
aspic
aspidă
aspirant
aspirantă
aspirare
aspirată
aspirator	1
aspirație
aspirină
aspreală
asprete
asprime
asprișoară
aspru	1
astenic
astenie
astereală
asteridă
asterie
asterisc
asteroid
asteronim
astigmatic
astmatic
astragal
astrahan
astrăgaci
astringent	1
astrofizician
astrofiziciană
astrograf
astroidă
astrolab
astrolog
astrologă
astronaut
astronaută
astronavă
astronoamă
astronom
astroscop
astru
astrucare
astupare
astupătoare
asumpție
asupreală
asuprire
asuprit
asupritor
așchie
așchioară
așchiuță
așezare
așezământ
așram
așteptare
așternut
atac
atacant
atacantă
atacare
atacatoare
atacator
ataman
ataraxic
ataș
atașament
atașare
atașat
atavism
atârnare
atârnătoare
atelaj
atelă
atelier
atenansă
ateneu
atenian
atentat
atentatoare
atentator
atenție
atenționare
atenuare
atenuator
aterină
aterizaj
aterizare
aterizor
aterom
ateroscleroză
atestare
atestat
atetoză
ateu
athonit
atic	1
atingere
atitudine
atlant
atlas
atlaz
atlet
atletă
atmosferă
atol
atom
atomist
atomizare
atomizator
atomizor
atonalitate
atotbiruitor
atotcunoscător
atracție
atragere
atribuire
atribut
atributivă
atribuție
atriu
atrium
atrocitate
atrofiere
atu	1
atu	1
ață
ațâțare
ațipeală
ațipire
ațișoară
aubadă
audient
audientă
audiență
audiere
audiobook
audiogramă
audiometru
audioprotector
audit
auditor
auditoriu
audiție
augment
augmentativ	1
augur	1
augustin
aul
aulă
auramină
aurar
aură
aurărie
aureolă
auricul
auriculă
aurire
aurolac	1
auroră
auscultare
auscultație
ausländer
auspiciu
australian
australiancă
australoid
australopitec
austriac
aușel
aut	1
autarhie
autentificare
autist
autoacuzație
autoamăgire
autoamfibie
autoamfibiu
autoanticorp
autoare
autoatelier
autobasculantă
autobază
autobetonieră
autobiografie
autoblindat
autoblocaj
autobrec
autobuz
autocamion
autocamionetă
autocaptor
autocar
autocataliză
autocisternă
autocitare
autocitire
autoclavă
autocolant	1
autocombină
autocopie
autocoră
autocrat
autocrator
autocrație
autocritică
autocromie
autodafe
autodemascare
autodenunț
autodepanare
autodeterminare
autodezvoltare
autodidact
autodină
autodrezină
autodrom
autodrum
autodubă
autoexcavator
autoexcitație
autofecundare
autofinanțare
autoflagelare
autoflagelație
autofrânare
autofurgon
autofurgonetă
autogamă
autogară
autogestionar
autogestionare
autogestiune
autogir
autogol
autograf	1
autogreder
autoguvernare
autohaltă
autoimpunere
autoinducție
autoinfecție
autoinjector
autointoxicație
autoironie
autoîncărcător
autoliză
automacara
automarfar
automat	1
automatism
automatist
automatistă
automatizare
automișcare
automobil	1
automobilist
automobilistă
automodel
automodelist
automodelistă
automotor
automutilare
automutilat
automutilat
autoobservare
autooscilație
autooxidare
autoplastie
autopompă
autoportret
autopropulsie
autopsie
autopsier
autor
autorapid
autoraș
autoreferat
autoreglaj
autoreglare
autoreglementare
autoritate
autorizare
autorizație
autosanitară
autoselector
autoservice
autoservire
autosincronizare
autospecială
autostop
autostopist
autostopistă
autostradă
autosugestie
autoșenilă
autoșeniletă
autoterapie
autotipie
autotomie
autotoxină
autotractor
autotransformator
autotransport
autotransportor
autotren
autotun
autoturism
autoturn
autoutilitară
autovaccin
autovaccinare
autovehicul
autozom
auxiliar	1
auxină
auxocrom
auzitor
avaet
avalanșă
avancronică
avangardă	1
avangardă	1
avangardist
avanport
avanpost
avanpremieră
avans
avansare
avanscenă
avantaj
avantbec
avantren
avar
avarie
avariere
avat
avatar
avă	1
avânt
avântare
avenă
aventură
aventurier
aventurieră
avere
avers
aversă
aversiune
avertisment
avertizare
avertizor	1
avertizor	1
aviatoare
aviator
aviație
avicultoare
avicultor
aviofon
avion
avionetă
avitaminoză
avivare
aviz
avizare
avizier
avizo
avocado	1
avocado	1
avocat
avocată
avocățel
avort
avorton
avram
avrămeasă
avuție
ax
axare
axă
axilă
axiomă
axiometru
axion
axis
axolot
axon
axonometrie
ayatollah
azalee
azbucoavnă
azer
azerbaidjan
azidă
azil
azilant
azilantă
azimă
azimioară
azimut
azoderivat
azotat	1
azotit
azotobacterie
azotometru
azotură
aztec
azvârlire
azvârlită
azvârlitură
ă
â
b	1
b	1
baba
babac
babacă
babalâc
babană
babaros
babă
babetă
babilonian
babilonie
babiță
baboi
baboiaș
babord
baborniță
baboșă
babuin
babușcă
babuvist
babyschi
babyschilift
babysitter	1
babysitter	1
bac
bacalaureat	1
bacalaureat	1
bacalaureată
bacanală
bacantă
bacara
bacă
baccea
baci
bacil
bacilemie
baciloză
background
backhand
backup
baclava
bacșiș
bactericid	1
bacterie
bacteriemie
bacteriofag
bacteriolog
bacteriologă
bacteriostatic	1
bacterioză
baculit
badantă
badge
badian
badijonaj
badijonare
badlands
baedeker
baftă
bagaj
bagajist
bagatelă
bagdadie
bagea
bageac
bageacă
baghetă
bahnă
baht
bai
baiaderă
baibafir
baibarac
baider
baideraș
baie
baieră
baionetă
bairac
bairam
bairamlâc
baiț
bajoaier
bal
balaban	1
balabustă
baladă
balader
baladin
baladină
balador
balafon
balalaică
balama
balamuc
balamut
balamuție
balangă
balanită
balans
balansare
balansier
balansină
balansoar
balansor
balanță
balaoacheș
balast
balastare
balastieră
balastor
balaș
balaur
balauroaică
bală
balâc	1
balboa
balcaniadă
balcanism
balcanist
balcanistă
balcanolog
balcanologă
balcon
balconaș
baldachin
bale
balegă
baleiaj
balenă
balenieră
balercă
balercuță
balerin
balerină
balet
baletist
baletistă
balie
balimez
balistă
balistician
balistograf
balivernă
balizaj
balizare
baliză
balneofizioterapeut
balneofizioterapeută
balneolog
balneologă
balograf
balon
balonare
balonaș
balonet
balonzaid
balot
balotaj
balsam
balsamină
baltag
baltă
balustradă
balustru
bamă
bambus
ban
banalitate
banan
banană
bananier	1
bananier	1
banat
bană
banc
bancaizăn
bancă
bancher
banchet
banchetă
banchină
banchiză
bancnotă
bancocrat
bancomat
bancrut
bancrutar
bancrută
bandaj
bandajare
bandajist
bandană
bandă	1
bandă	1
bandeletă
banderilă
banderolă
bandieră
bandit
banditism
bandoală
bandolă
bandotecă
bandou
bandulă
bandulieră
bandurar
bandură	1
bandură	1
bandurist
banduristă
bangăt
banieră
baniță
banjo
banner
bantu	1
bantustan
baobab
baptist
baptisteriu
bar	1
bar	1
